    0           3.01270200           -56.563285                    0 
    1           2.19207400           -56.712668            -0.149384 
    2           1.09628300           -56.866984            -0.303699 
    3           0.21733400           -56.930194            -0.366909 
    4           0.17814900           -56.940167            -0.376882 
    5           0.06411400           -56.943840            -0.380555 
    6           0.06897600           -56.944911            -0.381626 
    7           0.03639400           -56.945472            -0.382188 
    8           0.03550800           -56.945730            -0.382445 
    9           0.03004900           -56.945997            -0.382713 
   10           0.02738600           -56.946247            -0.382962 
   11           0.02311400           -56.946481            -0.383196 
   12           0.02003800           -56.946681            -0.383396 
   13           0.01461700           -56.946849            -0.383565 
   14           0.01389500           -56.946949            -0.383664 
   15           0.02195600           -56.947013            -0.383729 
   16           0.01695300           -56.947020            -0.383735 
   17           0.01281400           -56.947025             -0.38374 
   18           0.00692600           -56.947024            -0.383739 
   19           0.00553300           -56.947025             -0.38374 
   20           0.00632500           -56.947027            -0.383742 
   21           0.00511400           -56.947029            -0.383744 
   22           0.00498000           -56.947029            -0.383745 
   23           0.00431000           -56.947030            -0.383745 
   24           0.00379800           -56.947027            -0.383742 
   25           0.00271700           -56.947025             -0.38374 
   26           0.00316000           -56.947014             -0.38373 
   27           0.00426800           -56.947020            -0.383735 
   28           0.00302700           -56.947019            -0.383734 
   29           0.00281300           -56.947018            -0.383733 
   30           0.00173500           -56.947015            -0.383731 
   31           0.00121800           -56.947014            -0.383729 
