    0           0.70500900           -57.148212                    0 
    1           0.61039400           -57.163339           -0.0151273 
    2           0.44015000           -57.186057           -0.0378451 
    3           0.23727500           -57.206225           -0.0580128 
    4           0.16547300           -57.218209           -0.0699972 
    5           0.10553500           -57.224071           -0.0758591 
    6           0.06983200           -57.228314           -0.0801024 
    7           0.04878700           -57.231282           -0.0830701 
    8           0.05226700           -57.234899           -0.0866866 
    9           0.03103300           -57.235381           -0.0871694 
   10           0.02770700           -57.236151           -0.0879385 
   11           0.02546900           -57.236964           -0.0887523 
   12           0.02279400           -57.237807           -0.0895949 
   13           0.01997200           -57.238672           -0.0904597 
   14           0.01667500           -57.239564            -0.091352 
   15           0.01397200           -57.240431           -0.0922194 
   16           0.00904400           -57.241406           -0.0931943 
   17           0.02039200           -57.241483           -0.0932708 
   18           0.01736700           -57.241533            -0.093321 
   19           0.01230200           -57.241639           -0.0934267 
   20           0.00847900           -57.241811            -0.093599 
   21           0.00547800           -57.242039           -0.0938273 
   22           0.00434500           -57.242253           -0.0940414 
   23           0.00388900           -57.242435            -0.094223 
   24           0.00345800           -57.242586           -0.0943739 
   25           0.00285600           -57.242712           -0.0944996 
   26           0.00251400           -57.242821           -0.0946092 
   27           0.00230000           -57.242918           -0.0947063 
   28           0.00273700           -57.243033           -0.0948207 
   29           0.00319100           -57.243018           -0.0948064 
   30           0.00137500           -57.243020           -0.0948081 
   31           0.00137100           -57.243025           -0.0948134 
