    0           0.70555100           -57.148197                    0 
    1           0.61117100           -57.163348           -0.0151505 
    2           0.44052900           -57.186091           -0.0378933 
    3           0.23741300           -57.206258           -0.0580611 
    4           0.16460700           -57.218206           -0.0700087 
    5           0.10445300           -57.224004           -0.0758071 
    6           0.06897900           -57.228179           -0.0799822 
    7           0.04859000           -57.231035           -0.0828373 
    8           0.05175700           -57.234515           -0.0863179 
    9           0.03182000           -57.234989           -0.0867919 
   10           0.02800300           -57.235745           -0.0875475 
   11           0.02594500           -57.236522           -0.0883243 
   12           0.02343900           -57.237335           -0.0891376 
   13           0.02073600           -57.238167             -0.08997 
   14           0.01754500           -57.239031           -0.0908342 
   15           0.01479800           -57.239857           -0.0916596 
   16           0.00877600           -57.240860           -0.0926624 
   17           0.01539200           -57.240852            -0.092655 
   18           0.01113500           -57.240968           -0.0927707 
   19           0.00894500           -57.241153           -0.0929557 
   20           0.00699900           -57.241394            -0.093197 
   21           0.00487700           -57.241658           -0.0934612 
   22           0.00375800           -57.241895           -0.0936977 
   23           0.00311300           -57.242087             -0.09389 
   24           0.00274300           -57.242237           -0.0940397 
   25           0.00232600           -57.242370           -0.0941725 
   26           0.00325800           -57.242452           -0.0942549 
   27           0.00366500           -57.242499           -0.0943015 
   28           0.00287800           -57.242500           -0.0943026 
   29           0.00232900           -57.242505           -0.0943081 
   30           0.00198300           -57.242511           -0.0943133 
   31           0.00168800           -57.242518           -0.0943204 
