    0           2.20669600           -56.765626                    0 
    1           1.69537500           -56.854626           -0.0889998 
    2           0.94905500           -56.957648            -0.192022 
    3           0.27074900           -57.011853            -0.246226 
    4           0.08883800           -57.026739            -0.261113 
    5           0.03923900           -57.030897            -0.265271 
    6           0.06011900           -57.032107            -0.266481 
    7           0.02458600           -57.033031            -0.267405 
    8           0.02791800           -57.033491            -0.267865 
    9           0.02024100           -57.034585            -0.268959 
   10           0.01834400           -57.035116             -0.26949 
   11           0.01631500           -57.035613            -0.269987 
   12           0.01480000           -57.036103            -0.270477 
   13           0.01301700           -57.036584            -0.270958 
   14           0.01175600           -57.037043            -0.271417 
   15           0.01394100           -57.037512            -0.271886 
   16           0.02023100           -57.037677             -0.27205 
   17           0.01695000           -57.037724            -0.272098 
   18           0.01331100           -57.037820            -0.272194 
   19           0.00920800           -57.037948            -0.272322 
   20           0.00579400           -57.038089            -0.272463 
   21           0.00508700           -57.038221            -0.272595 
   22           0.00479700           -57.038357            -0.272731 
   23           0.00426200           -57.038486             -0.27286 
   24           0.00378400           -57.038581            -0.272955 
   25           0.00332300           -57.038655            -0.273029 
   26           0.00261700           -57.038711            -0.273085 
   27           0.00254000           -57.038774            -0.273148 
   28           0.00453600           -57.038800            -0.273173 
   29           0.00350800           -57.038805            -0.273179 
   30           0.00259700           -57.038816            -0.273189 
   31           0.00111900           -57.038830            -0.273203 
