0	0.000000	0.000000	-0.000699
0.05	0.022834	0.00020445404496	-0.0172685854594026
0.1	0.045668	0.00079134927368	-0.0341965198178155
0.15	0.068502	0.00176886822492	-0.0514828030752387
0.2	0.091336	0.00314519343744	-0.0691274352316721
0.25	0.11417	0.00492850745	-0.0871304162871157
0.3	0.137004	0.00712699280136	-0.10549174624157
0.35	0.159838	0.00974883203028	-0.124211425095034
0.4	0.182672	0.01280220767552	-0.143289452847508
0.45	0.205506	0.01629530227584	-0.162725829498993
0.5	0.22834	0.02023629837	-0.182520555049488
0.55	0.251174	0.02463337849676	-0.202673629498993
0.6	0.274008	0.02949472519488	-0.223185052847508
0.65	0.296842	0.03482852100312	-0.244054825095034
0.7	0.319676	0.04064294846024	-0.26528294624157
0.75	0.34251	0.046946190105	-0.286869416287116
0.8	0.365344	0.05374642847616	-0.308814235231672
0.85	0.388178	0.06105184611248	-0.331117403075239
0.9	0.411012	0.06887062555272	-0.353778919817816
0.95	0.433846	0.07721094933564	-0.376798785459403
1	0.456680	0.086081	-0.400177
1.05	0.4795095	0.0953846086026138	-0.414609857210681
1.1	0.502339	0.10499959017331	-0.427455124188659
1.15	0.5251685	0.114889700820871	-0.438712800933934
1.2	0.547998	0.12501869665408	-0.448382887446505
1.25	0.5708275	0.135350333781719	-0.456465383726374
1.3	0.593657	0.14584836831257	-0.462960289773538
1.35	0.6164865	0.156476556355416	-0.467867605588
1.4	0.639316	0.16719865401904	-0.471187331169758
1.45	0.6621455	0.177978417412224	-0.472919466518813
1.5	0.684975	0.18877960264375	-0.473064011635165
1.55	0.7078045	0.199565965822401	-0.471620966518813
1.6	0.730634	0.21030126305696	-0.468590331169758
1.65	0.7534635	0.220949250456209	-0.463972105588
1.7	0.776293	0.23147368412893	-0.457766289773538
1.75	0.7991225	0.241838320183906	-0.449972883726374
1.8	0.821952	0.25200691472992	-0.440591887446505
1.85	0.8447815	0.261943223875754	-0.429623300933934
1.9	0.867611	0.27161100373019	-0.417067124188659
1.95	0.8904405	0.280974010402011	-0.402923357210681
2	0.913270	0.289996	-0.387192
2.05	0.9361	0.29863780747865	-0.369830069073587
2.1	0.95893	0.3068808387132	-0.352257594034166
2.15	0.98176	0.31472028698155	-0.334474574881735
2.2	1.00459	0.3221513455616	-0.316481011616294
2.25	1.02742	0.32916920773125	-0.298276904237845
2.3	1.05025	0.3357690667684	-0.279862252746386
2.35	1.07308	0.34194611595095	-0.261237057141919
2.4	1.09591	0.3476955485568	-0.242401317424442
2.45	1.11874	0.35301255786385	-0.223355033593956
2.5	1.14157	0.35789233715	-0.20409820565046
2.55	1.1644	0.36233007969315	-0.184630833593955
2.6	1.18723	0.3663209787712	-0.164952917424442
2.65	1.21006	0.36986022766205	-0.145064457141919
2.7	1.23289	0.3729430196436	-0.124965452746387
2.75	1.25572	0.37556454799375	-0.104655904237845
2.8	1.27855	0.3777200059904	-0.0841358116162945
2.85	1.30138	0.37940458691145	-0.0634051748817347
2.9	1.32421	0.3806134840348	-0.0424639940341656
2.95	1.34704	0.38134189063835	-0.0213122690735875
3	1.369870	0.381585	0.000050
3.05	1.39272765	0.381338278095116	0.0215006249815652
3.1	1.4155853	0.380603786812097	0.0427288736492815
3.15	1.43844295	0.379386609150894	0.0637347460031488
3.2	1.4613006	0.377691828111456	0.0845182420431671
3.25	1.48415825	0.375524526693734	0.105079361769336
3.3	1.5070159	0.372889787897679	0.125418105181657
3.35	1.52987355	0.36979269472324	0.145534472280128
3.4	1.5527312	0.366238330170368	0.165428463064751
3.45	1.57558885	0.362231777239013	0.185100077535524
3.5	1.5984465	0.357778118929125	0.204549315692449
3.55	1.62130415	0.352882438240655	0.223776177535524
3.6	1.6441618	0.347549818173552	0.242780663064751
3.65	1.66701945	0.341785341727767	0.261562772280128
3.7	1.6898771	0.335594091903251	0.280122505181657
3.75	1.71273475	0.328981151699953	0.298459861769337
3.8	1.7355924	0.321951604117824	0.316574842043167
3.85	1.75845005	0.314510532156814	0.334467446003149
3.9	1.7813077	0.306663018816873	0.352137673649282
3.95	1.80416535	0.298414147097952	0.369585524981565
4	1.827023	0.289769	0.386811
4.05	1.8498863	0.280740681132562	0.402686568119858
4.1	1.8727496	0.271367748345574	0.416956597490257
4.15	1.8956129	0.261686909553127	0.429621088111198
4.2	1.9184762	0.251734872669312	0.44068003998268
4.25	1.9413395	0.241548345608219	0.450133453104703
4.3	1.9642028	0.231164036283938	0.457981327477267
4.35	1.9870661	0.22061865261056	0.464223663100373
4.4	2.0099294	0.209948902502176	0.46886045997402
4.45	2.0327927	0.199191493872876	0.471891718098208
4.5	2.055656	0.18838313463675	0.473317437472937
4.55	2.0785193	0.177560532707889	0.473137618098208
4.6	2.1013826	0.166760396000384	0.47135225997402
4.65	2.1242459	0.156019432428325	0.467961363100373
4.7	2.1471092	0.145374349905802	0.462964927477267
4.75	2.1699725	0.134861856346906	0.456362953104703
4.8	2.1928358	0.124518659665728	0.44815543998268
4.85	2.2156991	0.114381467776358	0.438342388111198
4.9	2.2385624	0.104486988592886	0.426923797490257
4.95	2.2614257	0.0948719300294033	0.413899668119858
5	2.284289	0.085573	0.399270
5.05	2.3071601	0.0767112042621882	0.375726776421783
5.1	2.3300312	0.068383556052366	0.352560613220221
5.15	2.3529023	0.0605814315849527	0.329771510395313
5.2	2.3757734	0.053296207074368	0.30735946794706
5.25	2.3986445	0.0465192587350312	0.285324485875461
5.3	2.4215156	0.040241962781362	0.263666564180516
5.35	2.4443867	0.0344556954277797	0.242385702862226
